ticket_id,customer_id,ticket_date,issue_type,resolution_days,satisfaction_score
4143,12856,2025-07-28,Account Blocked,5,2
4144,12856,2025-06-15,Payment Failed,4,1
4145,4903,2025-09-14,Refund Delay,3,3
4146,7588,2025-06-12,KYC Issue,2,4
4147,7588,2025-10-16,Payment Failed,7,4
4148,8211,2025-04-12,Account Blocked,5,4
4149,8211,2025-04-25,Payment Failed,7,5
4150,16087,2025-08-20,Account Blocked,1,5
4151,16087,2025-06-27,KYC Issue,1,5
4152,19652,2025-04-13,KYC Issue,7,3
4153,17943,2025-09-18,KYC Issue,4,5
4154,17943,2025-04-18,KYC Issue,7,1
4155,14685,2025-07-07,KYC Issue,3,5
4156,4033,2025-07-11,Refund Delay,3,1
4157,18060,2025-09-04,Refund Delay,1,3
4158,13135,2025-06-14,Payment Failed,5,5
4159,11428,2025-06-27,Account Blocked,5,2
4160,11428,2025-10-09,Payment Failed,3,2
4161,6836,2025-10-08,Account Blocked,7,5
4162,6836,2025-07-30,Account Blocked,4,3
4163,8932,2025-10-31,Payment Failed,5,4
4164,8932,2025-04-21,Account Blocked,2,2
4165,17954,2025-04-01,Payment Failed,1,4
4166,17954,2025-04-29,Payment Failed,1,4
4167,14194,2025-09-09,Refund Delay,2,3
4168,14194,2025-05-23,KYC Issue,2,1
4169,12066,2025-10-06,Payment Failed,2,5
4170,12066,2025-04-18,Account Blocked,5,2
4171,19931,2025-05-16,Payment Failed,1,1
4172,17688,2025-09-19,Refund Delay,1,1
4173,17256,2025-06-29,Refund Delay,3,2
4174,19660,2025-05-01,Payment Failed,3,4
4175,19660,2025-10-04,KYC Issue,1,5
4176,4621,2025-08-15,Payment Failed,6,3
4177,4621,2025-09-18,Payment Failed,5,4
4178,10962,2025-05-29,Payment Failed,1,5
4179,10962,2025-05-12,Refund Delay,5,1
4180,10559,2025-10-14,Refund Delay,4,3
4181,13188,2025-05-09,Refund Delay,1,2
4182,13188,2025-08-13,Refund Delay,7,1
4183,13834,2025-07-24,Refund Delay,1,2
4184,13834,2025-05-13,KYC Issue,3,5
4185,8177,2025-04-06,Payment Failed,3,4
4186,8177,2025-04-22,Account Blocked,7,3
4187,18203,2025-04-30,Account Blocked,2,1
4188,18203,2025-07-14,Refund Delay,4,1
4189,7300,2025-10-14,KYC Issue,2,3
4190,287,2025-06-26,Payment Failed,7,3
4191,2416,2025-07-09,Payment Failed,1,4
4192,18153,2025-10-19,Payment Failed,3,5
4193,18153,2025-09-28,Account Blocked,1,2
4194,15041,2025-04-03,KYC Issue,3,5
4195,15041,2025-06-16,Payment Failed,4,4
4196,7579,2025-06-24,Refund Delay,4,1
4197,2980,2025-10-08,Account Blocked,5,5
4198,2980,2025-06-30,Refund Delay,1,4
4199,12853,2025-05-29,KYC Issue,2,1
4200,19012,2025-06-01,Account Blocked,2,1
4201,19012,2025-04-20,Account Blocked,4,5
4202,4144,2025-07-30,KYC Issue,7,4
4203,16817,2025-04-03,Payment Failed,2,1
4204,16817,2025-08-25,Refund Delay,2,5
4205,11711,2025-04-10,Refund Delay,2,3
4206,12041,2025-04-21,Refund Delay,2,4
4207,12041,2025-05-14,Account Blocked,4,2
4208,12033,2025-10-04,Refund Delay,7,2
4209,12033,2025-05-20,Account Blocked,2,4
4210,6177,2025-05-04,KYC Issue,5,2
4211,6177,2025-04-20,KYC Issue,3,5
4212,12223,2025-07-04,Account Blocked,3,4
4213,12223,2025-10-05,Account Blocked,1,4
4214,13251,2025-06-22,Payment Failed,3,3
4215,1498,2025-04-08,Payment Failed,6,4
4216,3398,2025-05-08,Refund Delay,1,5
4217,8624,2025-10-02,Refund Delay,7,3
4218,8624,2025-07-12,Payment Failed,7,3
4219,9934,2025-10-12,Account Blocked,1,2
4220,9934,2025-07-12,Account Blocked,6,2
4221,5523,2025-10-03,Refund Delay,2,5
4222,8555,2025-10-14,Account Blocked,6,4
4223,8555,2025-09-12,Refund Delay,2,5
4224,12773,2025-07-29,KYC Issue,7,4
4225,12773,2025-10-06,KYC Issue,6,2
4226,5759,2025-08-11,KYC Issue,4,1
4227,2515,2025-06-04,Account Blocked,1,1
4228,2515,2025-09-21,KYC Issue,6,2
4229,2514,2025-09-28,Account Blocked,7,3
4230,7215,2025-08-03,Payment Failed,4,3
4231,7215,2025-04-11,Account Blocked,4,1
4232,19123,2025-07-01,Account Blocked,6,5
4233,19123,2025-06-27,Payment Failed,1,1
4234,4747,2025-09-24,Refund Delay,4,1
4235,4747,2025-04-20,Refund Delay,2,3
4236,1416,2025-04-14,KYC Issue,3,4
4237,1237,2025-05-17,Refund Delay,5,5
4238,1237,2025-06-06,KYC Issue,5,2
4239,17403,2025-05-14,Account Blocked,2,2
4240,17403,2025-05-24,Refund Delay,2,4
4241,5788,2025-07-09,Account Blocked,2,5
4242,5788,2025-05-21,Refund Delay,7,4
4243,8517,2025-08-23,Account Blocked,3,5
4244,19928,2025-04-02,Refund Delay,4,3
4245,17445,2025-10-20,Refund Delay,7,2
4246,8802,2025-04-05,Account Blocked,6,4
4247,3469,2025-10-27,Account Blocked,6,3
4248,325,2025-06-04,Account Blocked,5,2
4249,325,2025-09-20,Payment Failed,3,2
4250,10726,2025-10-04,Refund Delay,5,1
4251,10251,2025-06-13,Refund Delay,7,3
4252,18505,2025-04-17,Refund Delay,3,1
4253,18505,2025-10-27,Refund Delay,3,4
4254,18474,2025-09-14,KYC Issue,5,3
4255,18474,2025-04-30,KYC Issue,6,2
4256,18744,2025-10-05,Refund Delay,7,5
4257,4463,2025-09-01,Account Blocked,2,1
4258,4463,2025-07-04,Payment Failed,6,4
4259,3423,2025-07-03,Refund Delay,5,4
4260,1180,2025-07-17,Refund Delay,5,1
4261,1180,2025-06-26,Refund Delay,3,2
4262,18330,2025-08-28,Account Blocked,6,1
4263,18330,2025-06-13,Refund Delay,3,5
4264,8187,2025-09-21,Refund Delay,1,2
4265,18576,2025-07-03,Refund Delay,1,2
4266,4748,2025-05-02,KYC Issue,5,2
4267,4748,2025-05-16,Payment Failed,1,3
4268,13359,2025-07-15,KYC Issue,3,3
4269,13359,2025-08-16,Account Blocked,2,2
4270,9580,2025-06-28,Account Blocked,5,3
4271,9580,2025-07-24,Payment Failed,7,5
4272,8545,2025-07-20,Payment Failed,1,4
4273,13452,2025-08-26,Refund Delay,5,5
4274,13452,2025-07-18,Payment Failed,6,4
4275,4212,2025-08-02,KYC Issue,7,4
4276,14255,2025-05-28,KYC Issue,2,5
4277,14255,2025-07-25,Refund Delay,1,4
4278,15409,2025-10-23,KYC Issue,7,3
4279,4892,2025-05-28,Refund Delay,2,1
4280,4892,2025-04-06,Payment Failed,1,5
4281,2854,2025-09-25,Refund Delay,7,4
4282,14138,2025-08-17,Payment Failed,6,3
4283,19527,2025-09-12,KYC Issue,3,3
4284,19527,2025-04-02,Refund Delay,3,4
4285,7229,2025-09-25,KYC Issue,2,4
4286,927,2025-07-23,Refund Delay,7,4
4287,927,2025-04-30,KYC Issue,1,1
4288,8195,2025-06-09,Payment Failed,1,4
4289,8195,2025-07-21,Refund Delay,6,4
4290,6046,2025-06-22,Account Blocked,5,5
4291,12597,2025-09-07,Payment Failed,5,5
4292,12597,2025-08-18,KYC Issue,3,2
4293,13266,2025-10-14,Payment Failed,1,3
4294,13266,2025-06-14,Payment Failed,5,5
4295,10528,2025-07-22,Payment Failed,3,3
4296,8200,2025-08-05,Account Blocked,3,4
4297,8200,2025-08-25,Payment Failed,1,4
4298,10983,2025-05-28,Refund Delay,4,2
4299,18428,2025-10-12,Account Blocked,4,2
4300,1611,2025-07-24,Refund Delay,7,4
4301,7495,2025-07-17,Payment Failed,5,3
4302,8098,2025-10-24,KYC Issue,1,2
4303,8098,2025-09-29,Refund Delay,7,3
4304,3400,2025-07-09,Account Blocked,6,2
4305,3400,2025-07-23,Refund Delay,5,5
4306,14849,2025-08-21,Account Blocked,5,5
4307,13412,2025-06-18,Account Blocked,2,1
4308,13412,2025-05-14,Account Blocked,7,4
4309,9346,2025-04-26,Account Blocked,3,1
4310,9346,2025-05-09,Payment Failed,7,2
4311,7036,2025-07-20,Payment Failed,3,5
4312,7036,2025-06-07,Refund Delay,7,2
4313,16188,2025-06-28,Payment Failed,5,5
4314,16188,2025-07-07,Payment Failed,3,1
4315,12451,2025-08-18,Payment Failed,3,1
4316,12451,2025-08-21,Refund Delay,4,2
4317,2146,2025-06-16,KYC Issue,6,4
4318,2146,2025-05-02,Refund Delay,5,4
4319,15282,2025-09-11,Payment Failed,3,2
4320,15282,2025-07-28,Refund Delay,5,1
4321,15281,2025-10-16,Refund Delay,6,2
4322,9979,2025-04-13,Payment Failed,5,2
4323,9979,2025-07-24,Refund Delay,3,4
4324,10129,2025-08-27,KYC Issue,4,4
4325,12774,2025-08-02,Account Blocked,7,5
4326,10758,2025-05-02,KYC Issue,6,2
4327,15980,2025-10-26,KYC Issue,5,3
4328,14654,2025-05-14,Refund Delay,6,5
4329,18052,2025-08-27,Payment Failed,1,2
4330,12637,2025-09-25,Account Blocked,4,3
4331,12637,2025-08-13,Account Blocked,1,3
4332,5095,2025-04-21,Payment Failed,3,5
4333,5095,2025-04-08,Refund Delay,2,1
4334,5048,2025-09-03,Payment Failed,4,5
4335,5048,2025-07-20,Account Blocked,4,1
4336,12138,2025-07-23,Account Blocked,2,4
4337,15794,2025-07-20,Account Blocked,2,3
4338,12004,2025-06-06,Payment Failed,1,3
4339,19225,2025-07-11,KYC Issue,4,1
4340,8916,2025-10-10,KYC Issue,7,2
4341,17475,2025-07-16,Account Blocked,3,2
4342,13682,2025-05-22,Payment Failed,1,4
4343,19939,2025-06-03,Payment Failed,1,5
4344,13818,2025-07-26,Payment Failed,2,3
4345,6261,2025-10-28,Payment Failed,6,3
4346,8584,2025-08-12,Account Blocked,6,1
4347,8584,2025-04-02,Account Blocked,1,3
4348,17205,2025-04-08,Refund Delay,6,5
4349,10634,2025-05-22,Account Blocked,7,1
4350,10634,2025-06-24,Payment Failed,4,4
4351,16113,2025-07-02,Refund Delay,1,4
4352,2541,2025-07-27,Refund Delay,4,2
4353,1775,2025-05-06,Refund Delay,6,1
4354,17786,2025-10-18,Payment Failed,2,5
4355,17786,2025-04-18,Payment Failed,2,3
4356,3417,2025-09-02,KYC Issue,6,1
4357,12289,2025-10-05,Refund Delay,2,3
4358,12289,2025-04-24,Account Blocked,6,1
4359,14875,2025-07-11,Payment Failed,7,1
4360,11776,2025-09-08,KYC Issue,3,1
4361,19057,2025-06-30,Account Blocked,3,3
4362,16733,2025-04-20,KYC Issue,2,4
4363,16733,2025-07-01,Account Blocked,4,1
4364,11935,2025-08-11,KYC Issue,5,4
4365,18537,2025-07-24,Account Blocked,2,4
4366,1724,2025-09-23,Payment Failed,2,2
4367,1724,2025-10-02,Refund Delay,3,1
4368,13795,2025-06-29,Payment Failed,1,4
4369,13795,2025-08-06,KYC Issue,3,2
4370,9031,2025-06-24,Account Blocked,7,1
4371,9031,2025-07-22,Refund Delay,1,1
4372,1023,2025-10-05,Payment Failed,5,2
4373,2414,2025-10-03,Refund Delay,4,1
4374,16843,2025-05-29,KYC Issue,1,3
4375,17071,2025-04-09,Payment Failed,6,5
4376,15511,2025-08-15,Payment Failed,5,5
4377,15511,2025-05-13,KYC Issue,6,3
4378,12406,2025-05-11,KYC Issue,1,1
4379,1777,2025-08-02,KYC Issue,2,1
4380,1777,2025-05-22,Payment Failed,1,2
4381,16444,2025-09-29,Payment Failed,5,3
4382,2435,2025-04-23,Payment Failed,1,5
4383,2435,2025-06-11,Account Blocked,4,3
4384,11804,2025-10-25,Payment Failed,1,2
4385,11804,2025-07-25,Refund Delay,2,1
4386,14860,2025-06-16,Account Blocked,6,1
4387,11111,2025-06-05,Account Blocked,6,1
4388,11111,2025-04-01,Account Blocked,4,4
4389,12342,2025-04-22,Payment Failed,4,4
4390,12342,2025-08-02,KYC Issue,3,1
4391,9846,2025-10-29,Account Blocked,3,5
4392,9846,2025-09-30,Refund Delay,2,2
4393,17680,2025-07-07,Account Blocked,7,1
4394,9659,2025-04-19,Payment Failed,2,2
4395,9659,2025-04-28,KYC Issue,4,5
4396,2975,2025-10-07,Account Blocked,4,1
4397,7967,2025-08-12,KYC Issue,4,4
4398,7967,2025-05-18,Refund Delay,7,2
4399,17713,2025-09-26,KYC Issue,2,2
4400,9264,2025-10-16,Payment Failed,5,5
4401,15711,2025-05-18,KYC Issue,1,2
4402,18310,2025-08-28,KYC Issue,7,2
4403,9531,2025-09-22,Refund Delay,1,5
4404,14063,2025-07-18,Refund Delay,6,5
4405,18302,2025-09-16,Payment Failed,1,1
4406,18512,2025-08-08,Payment Failed,7,4
4407,18512,2025-05-21,Account Blocked,1,4
4408,4342,2025-09-30,KYC Issue,4,3
4409,18085,2025-04-28,KYC Issue,3,1
4410,18085,2025-06-26,Account Blocked,6,3
4411,9518,2025-08-04,Payment Failed,1,1
4412,9518,2025-08-16,Payment Failed,6,3
4413,3575,2025-07-17,Refund Delay,1,2
4414,3575,2025-04-21,KYC Issue,2,2
4415,4908,2025-10-25,Payment Failed,3,5
4416,15311,2025-09-03,Account Blocked,7,1
4417,15311,2025-05-04,Payment Failed,3,4
4418,19329,2025-08-20,Payment Failed,6,3
4419,19329,2025-06-08,Refund Delay,7,3
4420,16070,2025-06-29,Account Blocked,6,3
4421,16070,2025-09-05,Account Blocked,6,4
4422,5010,2025-05-25,KYC Issue,1,3
4423,19754,2025-07-12,Account Blocked,7,2
4424,19754,2025-08-12,KYC Issue,3,2
4425,1282,2025-06-20,Account Blocked,6,4
4426,1282,2025-05-17,KYC Issue,1,1
4427,13847,2025-09-22,Refund Delay,3,1
4428,16386,2025-04-03,KYC Issue,1,2
4429,16386,2025-06-27,Account Blocked,1,3
4430,19101,2025-07-29,Refund Delay,6,5
4431,16956,2025-09-08,Refund Delay,6,5
4432,16956,2025-06-04,KYC Issue,4,4
4433,7826,2025-06-24,Payment Failed,5,5
4434,19190,2025-09-28,Account Blocked,3,5
4435,2843,2025-04-11,Payment Failed,3,4
4436,11793,2025-07-10,Payment Failed,2,4
4437,11793,2025-04-16,Refund Delay,5,5
4438,686,2025-06-05,Account Blocked,1,2
4439,686,2025-08-18,Payment Failed,2,3
4440,4247,2025-04-28,Account Blocked,4,4
4441,1184,2025-05-02,Refund Delay,1,3
4442,1184,2025-07-28,KYC Issue,5,1
4443,8893,2025-07-29,Payment Failed,5,4
4444,15415,2025-06-12,Payment Failed,7,1
4445,15415,2025-06-14,KYC Issue,5,2
4446,19025,2025-08-11,Account Blocked,6,5
4447,19025,2025-10-24,Payment Failed,7,2
4448,11759,2025-05-13,Refund Delay,7,1
4449,11759,2025-08-28,KYC Issue,2,4
4450,18082,2025-07-29,Refund Delay,5,4
4451,7081,2025-09-05,Payment Failed,4,4
4452,7081,2025-04-06,Account Blocked,1,2
4453,9474,2025-08-08,Account Blocked,4,5
4454,9474,2025-10-31,KYC Issue,5,1
4455,9316,2025-08-31,Refund Delay,3,4
4456,9316,2025-07-16,KYC Issue,7,4
4457,16219,2025-06-29,KYC Issue,3,5
4458,16219,2025-10-26,Refund Delay,3,3
4459,3173,2025-06-16,KYC Issue,4,4
4460,3173,2025-04-17,KYC Issue,6,4
4461,9743,2025-04-08,Account Blocked,7,1
4462,3072,2025-08-18,Account Blocked,1,5
4463,11865,2025-06-27,Account Blocked,4,3
4464,11865,2025-07-08,Payment Failed,6,4
4465,9676,2025-07-27,Refund Delay,4,2
4466,19265,2025-04-20,Account Blocked,1,2
4467,17126,2025-09-03,Payment Failed,7,3
4468,14037,2025-08-28,Refund Delay,7,4
4469,14037,2025-06-05,Refund Delay,7,2
4470,18796,2025-07-22,Payment Failed,5,5
4471,3141,2025-10-23,KYC Issue,5,2
4472,3141,2025-07-30,Refund Delay,6,3
4473,14374,2025-09-23,Refund Delay,1,2
4474,5941,2025-10-17,Refund Delay,5,5
4475,13674,2025-08-17,Payment Failed,2,3
4476,13674,2025-10-05,Payment Failed,1,2
4477,18347,2025-06-15,Account Blocked,4,2
4478,18347,2025-05-19,Payment Failed,3,4
4479,13721,2025-07-17,Payment Failed,3,4
4480,13721,2025-09-01,KYC Issue,1,5
4481,4853,2025-04-24,Account Blocked,3,5
4482,4853,2025-04-24,Refund Delay,6,4
4483,9491,2025-10-06,Payment Failed,4,4
4484,5246,2025-08-21,KYC Issue,5,5
4485,5209,2025-10-13,Refund Delay,2,1
4486,10018,2025-09-03,Account Blocked,6,4
4487,19950,2025-09-12,Payment Failed,4,2
4488,19950,2025-07-06,Account Blocked,3,4
4489,11025,2025-07-30,Account Blocked,4,2
4490,11479,2025-07-15,Payment Failed,2,2
4491,11479,2025-05-08,Payment Failed,5,2
4492,10838,2025-09-26,Account Blocked,3,5
4493,10463,2025-10-09,KYC Issue,4,2
4494,18842,2025-05-09,Refund Delay,5,1
4495,18842,2025-07-30,KYC Issue,1,2
4496,17803,2025-10-10,Refund Delay,1,5
4497,3650,2025-06-09,Account Blocked,3,4
4498,3650,2025-05-07,Refund Delay,3,5
4499,15615,2025-08-11,KYC Issue,6,1
4500,4568,2025-07-17,Refund Delay,4,3
4501,4568,2025-07-14,Payment Failed,4,5
4502,4235,2025-09-27,KYC Issue,6,1
4503,4235,2025-04-01,Refund Delay,7,3
4504,4263,2025-08-30,Account Blocked,2,4
4505,4263,2025-05-21,Refund Delay,2,1
4506,11727,2025-07-30,Refund Delay,1,2
4507,11727,2025-04-23,KYC Issue,3,5
4508,14478,2025-05-11,Account Blocked,4,5
4509,9477,2025-06-17,Payment Failed,7,1
4510,3213,2025-08-31,Payment Failed,6,2
4511,3213,2025-08-02,Refund Delay,6,5
4512,15441,2025-08-10,KYC Issue,2,1
4513,7364,2025-05-07,Payment Failed,6,5
4514,7364,2025-10-07,Account Blocked,4,4
4515,9570,2025-10-16,Refund Delay,4,4
4516,9570,2025-10-17,KYC Issue,4,5
4517,13915,2025-04-19,Refund Delay,2,4
4518,9104,2025-10-25,KYC Issue,1,3
4519,13098,2025-08-01,Refund Delay,1,2
4520,17308,2025-09-11,Payment Failed,7,3
4521,12028,2025-07-20,Refund Delay,2,2
4522,12028,2025-04-09,Payment Failed,3,4
4523,19932,2025-07-30,Refund Delay,7,1
4524,19932,2025-05-06,Payment Failed,6,5
4525,10989,2025-10-13,Refund Delay,3,4
4526,10989,2025-09-09,Account Blocked,7,1
4527,11005,2025-09-03,Account Blocked,7,3
4528,11005,2025-09-09,Payment Failed,3,5
4529,18783,2025-08-29,Payment Failed,3,4
4530,18783,2025-06-07,Refund Delay,1,5
4531,425,2025-04-10,Payment Failed,5,5
4532,288,2025-09-06,Refund Delay,7,5
4533,288,2025-08-14,Payment Failed,2,1
4534,6254,2025-06-18,Payment Failed,2,3
4535,6254,2025-06-29,Refund Delay,2,4
4536,152,2025-08-10,Refund Delay,6,5
4537,8601,2025-08-24,Payment Failed,1,4
4538,17346,2025-06-25,Payment Failed,5,4
4539,5625,2025-10-17,Refund Delay,1,3
4540,5625,2025-06-09,KYC Issue,1,1
4541,493,2025-06-25,Payment Failed,3,2
4542,9463,2025-06-22,Payment Failed,7,5
4543,890,2025-08-29,Account Blocked,2,4
4544,10653,2025-05-22,KYC Issue,7,4
4545,16617,2025-05-14,Payment Failed,1,3
4546,12176,2025-04-14,Payment Failed,5,4
4547,12176,2025-08-09,KYC Issue,7,5
4548,8003,2025-06-12,Refund Delay,3,1
4549,14509,2025-05-21,Account Blocked,2,2
4550,2949,2025-04-03,KYC Issue,1,2
4551,2778,2025-06-19,Refund Delay,6,1
4552,8924,2025-04-20,Payment Failed,3,1
4553,8924,2025-04-28,Refund Delay,5,4
4554,4166,2025-04-17,Account Blocked,4,4
4555,19894,2025-10-06,Account Blocked,6,2
4556,603,2025-06-04,Payment Failed,3,4
4557,13956,2025-06-23,Payment Failed,4,3
4558,2846,2025-06-10,Account Blocked,6,5
4559,2846,2025-10-26,KYC Issue,6,3
4560,6319,2025-06-25,Account Blocked,5,5
4561,6012,2025-09-08,Payment Failed,7,2
4562,6012,2025-06-08,Refund Delay,1,1
4563,10169,2025-07-24,Refund Delay,6,4
4564,14895,2025-05-28,Account Blocked,5,3
4565,10742,2025-09-12,KYC Issue,4,5
4566,6217,2025-05-04,Account Blocked,2,3
4567,17535,2025-09-27,KYC Issue,7,2
4568,17535,2025-07-12,Payment Failed,5,4
4569,18272,2025-05-21,Account Blocked,1,2
4570,12556,2025-04-06,KYC Issue,5,1
4571,2546,2025-09-25,KYC Issue,6,2
4572,2546,2025-07-08,KYC Issue,7,3
4573,5690,2025-10-20,Account Blocked,1,3
4574,5690,2025-10-24,Account Blocked,4,2
4575,211,2025-10-13,KYC Issue,3,1
4576,211,2025-09-09,KYC Issue,3,1
4577,15766,2025-06-06,Payment Failed,5,1
4578,15766,2025-07-31,Payment Failed,4,3
4579,12810,2025-04-20,Refund Delay,1,2
4580,11460,2025-08-30,KYC Issue,4,4
4581,12675,2025-08-05,Account Blocked,6,3
4582,12675,2025-05-21,Refund Delay,6,4
4583,15412,2025-06-04,KYC Issue,4,2
4584,6260,2025-09-03,Account Blocked,5,1
4585,19213,2025-07-14,KYC Issue,1,2
4586,19213,2025-07-13,Account Blocked,5,3
4587,208,2025-06-24,Account Blocked,1,2
4588,208,2025-05-12,KYC Issue,6,1
4589,8778,2025-08-25,Refund Delay,7,3
4590,18397,2025-07-07,Refund Delay,2,5
4591,9666,2025-09-01,Payment Failed,7,3
4592,18924,2025-07-19,Refund Delay,6,2
4593,19149,2025-07-12,Payment Failed,7,4
4594,19149,2025-09-11,Payment Failed,2,1
4595,14543,2025-04-05,Refund Delay,3,2
4596,14543,2025-05-28,Refund Delay,6,1
4597,6414,2025-10-03,KYC Issue,3,5
4598,13280,2025-09-16,KYC Issue,4,3
4599,3920,2025-06-10,Payment Failed,2,4
4600,4041,2025-05-14,Account Blocked,6,3
4601,4041,2025-04-05,Payment Failed,5,4
4602,9349,2025-07-01,Refund Delay,1,2
4603,9349,2025-09-19,Payment Failed,6,3
4604,8105,2025-09-23,KYC Issue,3,2
4605,10967,2025-10-19,Payment Failed,3,4
4606,10967,2025-05-31,KYC Issue,4,1
4607,8272,2025-09-02,Account Blocked,7,4
4608,8272,2025-09-13,KYC Issue,5,4
4609,15486,2025-07-21,Account Blocked,7,3
4610,15486,2025-05-21,Account Blocked,6,2
4611,13286,2025-06-04,Payment Failed,6,4
4612,11234,2025-06-23,Account Blocked,1,2
4613,11234,2025-08-24,Account Blocked,7,2
4614,8679,2025-05-07,KYC Issue,1,4
4615,8679,2025-05-28,Payment Failed,1,1
4616,5585,2025-09-10,KYC Issue,1,2
4617,4445,2025-07-03,Refund Delay,4,5
4618,4445,2025-05-14,Refund Delay,1,2
4619,18748,2025-08-20,Payment Failed,5,4
4620,3319,2025-04-23,Account Blocked,1,2
4621,16481,2025-08-03,Payment Failed,4,3
4622,16481,2025-05-13,Refund Delay,4,5
4623,13887,2025-06-25,Account Blocked,2,2
4624,13887,2025-07-14,KYC Issue,5,2
4625,13213,2025-10-12,KYC Issue,2,5
4626,358,2025-07-11,Account Blocked,4,4
4627,10722,2025-08-16,Refund Delay,1,1
4628,4356,2025-09-02,KYC Issue,3,2
4629,5545,2025-06-18,KYC Issue,2,5
4630,5545,2025-04-23,Refund Delay,2,1
4631,15863,2025-07-21,Account Blocked,3,2
4632,15863,2025-05-06,Account Blocked,2,3
4633,1171,2025-06-23,KYC Issue,1,1
4634,1171,2025-09-30,Refund Delay,6,4
4635,10830,2025-10-31,KYC Issue,4,3
4636,3476,2025-09-09,KYC Issue,5,4
4637,3476,2025-07-16,Account Blocked,4,4
4638,6785,2025-09-17,Refund Delay,6,3
4639,19747,2025-05-22,KYC Issue,3,5
4640,1487,2025-04-25,Payment Failed,4,3
4641,1487,2025-07-23,Account Blocked,3,1
4642,8570,2025-04-19,Refund Delay,3,2
4643,10807,2025-04-05,Refund Delay,7,2
4644,10807,2025-10-28,KYC Issue,3,3
4645,11314,2025-10-26,Account Blocked,5,5
4646,18815,2025-04-27,KYC Issue,5,5
4647,6052,2025-08-06,Refund Delay,2,5
4648,6929,2025-06-20,KYC Issue,2,3
4649,6929,2025-04-29,KYC Issue,2,2
4650,8063,2025-05-21,Refund Delay,2,2
4651,16552,2025-06-15,Refund Delay,1,2
4652,12628,2025-06-06,Refund Delay,1,3
4653,10741,2025-10-22,Account Blocked,3,1
4654,10741,2025-10-26,Payment Failed,4,4
4655,3408,2025-05-23,Payment Failed,3,5
4656,3408,2025-05-10,Refund Delay,3,3
4657,15379,2025-09-17,Refund Delay,6,4
4658,15379,2025-10-30,Account Blocked,7,1
4659,2873,2025-10-12,Refund Delay,7,2
4660,2873,2025-08-16,Payment Failed,2,2
4661,8566,2025-04-26,Account Blocked,7,4
4662,9337,2025-04-15,KYC Issue,1,4
4663,9337,2025-07-04,Payment Failed,2,5
4664,5898,2025-10-11,Account Blocked,4,2
4665,10749,2025-04-04,Refund Delay,4,4
4666,10749,2025-10-30,Refund Delay,7,4
4667,3891,2025-06-03,Refund Delay,5,5
4668,3891,2025-08-04,Refund Delay,7,5
4669,2289,2025-06-09,Account Blocked,5,4
4670,2289,2025-04-25,Account Blocked,4,2
4671,10281,2025-06-11,KYC Issue,2,4
4672,18580,2025-04-07,Account Blocked,1,1
4673,1576,2025-05-03,KYC Issue,2,2
4674,1576,2025-05-09,Account Blocked,5,3
4675,16809,2025-07-03,Refund Delay,7,2
4676,12689,2025-05-19,Refund Delay,6,1
4677,12689,2025-10-12,Refund Delay,2,3
4678,16369,2025-04-16,Account Blocked,5,2
4679,16369,2025-07-30,Payment Failed,6,3
4680,11377,2025-05-16,KYC Issue,1,5
4681,11377,2025-09-18,KYC Issue,7,5
4682,9199,2025-10-08,Payment Failed,2,3
4683,9199,2025-06-01,Payment Failed,2,4
4684,12103,2025-07-14,Account Blocked,3,3
4685,12103,2025-09-01,KYC Issue,1,2
4686,2491,2025-06-22,KYC Issue,6,1
4687,2491,2025-08-14,KYC Issue,4,3
4688,4390,2025-04-19,Account Blocked,2,1
4689,516,2025-08-14,Account Blocked,3,4
4690,516,2025-06-03,Payment Failed,1,3
4691,6409,2025-04-30,KYC Issue,5,1
4692,10025,2025-06-16,Account Blocked,3,4
4693,19868,2025-07-15,Account Blocked,2,1
4694,19868,2025-06-06,Payment Failed,6,2
4695,16508,2025-07-22,Payment Failed,3,2
4696,891,2025-07-13,Payment Failed,7,2
4697,6518,2025-05-25,Account Blocked,3,4
4698,5649,2025-10-29,KYC Issue,7,5
4699,18036,2025-08-22,Refund Delay,3,4
4700,18036,2025-05-27,Refund Delay,3,1
4701,14736,2025-09-14,Account Blocked,2,5
4702,14736,2025-06-29,Account Blocked,2,5
4703,129,2025-09-01,KYC Issue,4,4
4704,9497,2025-06-11,Refund Delay,6,4
4705,11312,2025-08-08,Refund Delay,2,1
4706,7996,2025-07-05,Refund Delay,5,1
4707,18587,2025-05-29,Payment Failed,1,4
4708,18587,2025-07-14,Payment Failed,7,5
4709,4476,2025-08-14,Refund Delay,7,1
4710,18250,2025-05-05,KYC Issue,1,3
4711,18250,2025-06-15,Payment Failed,5,2
4712,8752,2025-09-06,Account Blocked,2,3
4713,8752,2025-09-30,Refund Delay,1,4
4714,15201,2025-07-26,Refund Delay,6,2
4715,15201,2025-04-17,Payment Failed,6,1
4716,10991,2025-07-06,KYC Issue,1,4
4717,10991,2025-10-27,Refund Delay,6,4
4718,3609,2025-10-05,KYC Issue,2,2
4719,6876,2025-07-24,Refund Delay,3,1
4720,11319,2025-10-13,Refund Delay,1,4
4721,10930,2025-06-22,Payment Failed,5,1
4722,11349,2025-04-03,Account Blocked,3,4
4723,11349,2025-07-14,Account Blocked,7,3
4724,12869,2025-09-01,Payment Failed,3,5
